LATITUDE;LONGITUDE;CLIENT_LIST;CLIENT_WEIGHT;OWN
4.6227017;-74.0689371;16569;1;0
4.688565;-74.0969997;10460;1;0
4.5404435;-74.1173681;14615;1;0
4.578302;-74.085991;16521;1;0
4.7525616;-74.1234852;711;1;0
4.6176819;-74.1122391;19438;1;0
4.6858324;-74.0614936;20814;1;0
4.5667692;-74.1019411;14660;1;0
4.558362;-74.1108001;3542;1;0
4.7418528;-74.2670971;21643;1;0
4.5791075;-74.1410541;14061;1;0
4.6575795;-74.1122391;18359;1;0
4.6486946;-74.1211972;22285;1;0
4.5211413;-74.0894235;10480;1;0
4.5615044;-74.1274603;849;1;0
4.627545;-74.1988296;5306;1;0
4.6193897;-74.1520923;3778;1;0
4.5902927;-74.1982231;10067;1;0
4.7156107;-74.1286794;3049;1;0
4.5631218;-74.1497955;4881;1;0
4.6500258;-74.1333165;12737;1;0
4.5608236;-74.1269158;2085;1;0
4.6921941;-74.1187377;10217;1;0
4.6542251;-74.0641169;15553;1;0
4.5823065;-74.2120373;57;1;0
4.5685641;-74.1811787;14517;1;0
4.6616356;-74.0752941;10145;1;0
4.6192439;-74.0815751;3471;1;0
4.5931695;-74.1974672;11558;1;0
4.642269;-74.1730644;818;1;0
4.6521216;-74.0629431;14001;1;0
4.5712315;-74.1244489;15310;1;0
4.6216335;-74.187619;13447;1;0
4.7177381;-74.2278758;16219;1;0
4.587168;-74.137611;8146;1;0
4.6976869;-74.0304442;14170;1;0
4.5372546;-74.1481055;1308;1;0
4.6434777;-74.1882388;17073;1;0
4.7094383;-74.1136428;7528;1;0
4.5989479;-74.1880978;7523;1;0
4.6419834;-74.0680376;1654;1;0
4.6543147;-74.063871;5975;1;0
4.6032065;-74.0809698;17110;1;0
4.7288018;-74.1038714;16287;1;0
4.6064156;-74.0893926;8686;1;0
4.5375199;-74.1162802;17667;1;0
4.7253648;-74.1230532;19048;1;0
4.6121392;-74.1695253;9443;1;0
4.4975985;-74.1033962;5606;1;0
4.5771658;-74.2103405;427;1;0
4.5861287;-74.1029966;6110;1;0
4.6697233;-74.0757195;7128;1;0
4.6506748;-74.0696849;7254;1;0
4.5626562;-74.1199748;19721;1;0
4.8531627;-74.2624916;15989;1;0
4.4996416;-74.1024252;13273;1;0
4.6239367;-74.1666167;18877;1;0
4.6302596;-74.1658415;602;1;0
4.6326792;-74.1712855;2838;1;0
4.5813262;-74.0879657;2105;1;0
4.5707876;-74.0971315;15320;1;0
4.5994679;-74.1902029;15138;1;0
4.6554875;-74.1061783;17970;1;0
4.5711256;-74.2173996;14894;1;0
4.5574937;-74.11738;6420;1;0
4.6769843;-74.1494;16788;1;0
4.708397;-74.0723176;6810;1;0
4.621954;-74.1777914;11200;1;0
4.7684247;-74.0239441;1187;1;0
4.7199292;-74.1205935;16124;1;0
4.6138303;-74.1777946;7447;1;0
4.7135081;-74.1086778;8246;1;0
4.6093433;-74.1908244;3302;1;0
4.614855;-74.1968053;339;1;0
4.5740519;-74.2437987;200;1;0
4.6632357;-74.0688138;5668;1;0
4.6233209;-74.1323629;4547;1;0
4.6470094;-74.1677261;2445;1;0
4.6463372;-74.1746228;6429;1;0
4.6237447;-74.1323308;19889;1;0
4.7138498;-74.2236121;17769;1;0
4.603477;-74.1399044;2432;1;0
4.6555261;-74.0640414;6996;1;0
4.5753986;-74.1224716;934;1;0
4.5731241;-74.1773726;7136;1;0
4.7361142;-74.0992172;5814;1;0
4.6157172;-74.1084678;14928;1;0
4.7443205;-74.0968178;13816;1;0
4.5027291;-74.1207277;19320;1;0
4.5586218;-74.2116225;14868;1;0
4.6790124;-74.0963906;14317;1;0
4.629639;-74.13608;2010;1;0
4.6465895;-74.1471921;6019;1;0
4.5719446;-74.2151167;5247;1;0
4.5838017;-74.1246712;5843;1;0
4.6695562;-74.1188983;13157;1;0
4.6261435;-74.1832283;4490;1;0
4.5950401;-74.1115139;7499;1;0
4.6701525;-74.1067073;7532;1;0
4.5884983;-74.1086017;2747;1;0
4.5664868;-74.1017777;5838;1;0
4.7257239;-74.0961071;5980;1;0
4.5138145;-74.1160786;1649;1;0
4.4864474;-74.1021979;25;1;0
5.0261545;-74.0020227;18869;1;0
4.6521247;-74.0601907;7836;1;0
4.5631721;-74.2300856;14762;1;0
4.6979235;-74.0751506;1043;1;0
4.6984603;-74.098521;7648;1;0
4.7398002;-74.0256019;11424;1;0
4.5896039;-74.174427;5716;1;0
4.7299294;-74.030657;6992;1;0
4.6031034;-74.1854048;11662;1;0
4.5749359;-74.2370195;1702;1;0
4.4979185;-74.1138504;7601;1;0
4.5935958;-74.1416969;4331;1;0
4.7530451;-74.1223902;3736;1;0
4.7303891;-74.0248302;6628;1;0
4.5798807;-74.2480926;7565;1;0
4.5095319;-74.1052732;6873;1;0
4.5658333;-74.1910637;8137;1;0
4.5409469;-74.1179129;6737;1;0
4.6758633;-74.0736198;546;1;0
4.676623;-74.1113604;3710;1;0
4.5724659;-74.1674396;196;1;0
4.6656851;-74.0652396;7390;1;0
4.5622546;-74.1418234;404;1;0
4.6696424;-74.1462051;6093;1;0
4.5846367;-74.2114674;167;1;0
4.5673388;-74.2272193;13535;1;0
4.6904075;-74.0454392;6813;1;0
4.7258099;-74.0965985;4445;1;0
4.7620772;-74.0225084;2827;1;0
4.5636518;-74.1424192;9915;1;0
4.6987605;-74.0366909;5453;1;0
4.6553125;-74.0641198;8488;1;0
4.7360759;-74.2575748;21162;1;0
4.5646038;-74.1357917;21413;1;0
4.9207088;-74.0201906;21982;1;0
4.9124362;-74.0977519;20422;1;0
4.6672197;-74.0537179;7044;1;0
4.6096422;-74.1430299;7348;1;0
4.6130514;-74.1708295;9440;1;0
4.715493;-74.105217;13449;1;0
4.7425292;-74.1266764;15867;1;0
4.7576015;-74.0458519;14311;1;0
4.631023;-74.1843583;16793;1;0
4.5462841;-74.1454088;14586;1;0
4.4971881;-74.101707;10513;1;0
4.7555234;-74.0858853;15124;1;0
4.7285926;-74.0926322;1639;1;0
4.6021145;-74.1875444;11421;1;0
4.6349929;-74.1130245;13120;1;0
4.6318156;-74.082633;5784;1;0
4.7415365;-74.0906619;2773;1;0
4.740896;-74.0853236;5111;1;0
4.7051733;-74.2285861;21002;1;0
4.6208825;-74.1901951;21720;1;0
4.516462;-74.1141731;10058;1;0
4.7192189;-74.0719588;16603;1;0
4.6041656;-74.1239352;15745;1;0
5.0050012;-73.867921;2354;1;0
4.6082478;-74.2066682;19460;1;0
4.6017906;-74.1334863;7269;1;0
4.6683439;-74.075546;8807;1;0
5.0180508;-73.9993481;20850;1;0
4.6392397;-74.1827004;21245;1;0
4.6256685;-74.1376072;3372;1;0
4.722579;-74.052446;20331;1;0
4.7197787;-74.1307852;11888;1;0
4.5323296;-74.1475047;22297;1;0
4.6016439;-74.1336418;7397;1;0
4.7341983;-74.0195546;17687;1;0
4.734404;-74.2671478;15122;1;0
4.7379088;-74.0302297;8767;1;0
4.713034;-74.0541436;13746;1;0
4.7444308;-74.0569581;13254;1;0
4.68764;-74.0557121;8158;1;0
4.6850155;-74.1088843;2388;1;0
4.7427313;-74.1013707;16436;1;0
4.7404956;-74.08508;17089;1;0
4.559138;-74.1206797;11942;1;0
4.5756104;-74.227306;17150;1;0
4.569545;-74.129189;3942;1;0
4.6027541;-74.1285628;3484;1;0
5.011706;-74.470362;20319;1;0
4.7191983;-73.9690753;658;1;0
4.5616433;-74.0880667;7568;1;0
4.6268862;-74.16898;12929;1;0
4.620127;-74.167267;4164;1;0
4.5613563;-74.0854441;5240;1;0
4.616009;-74.0891073;15006;1;0
4.5201366;-74.1172587;10831;1;0
4.72418;-74.0501894;2089;1;0
4.552977;-74.1588586;425;1;0
4.5719171;-74.0944576;6940;1;0
4.5713126;-74.0938126;22210;1;0
4.5716591;-74.1195478;11262;1;0
4.6932494;-74.1613955;2462;1;0
4.602186;-74.1875358;12712;1;0
4.575931;-74.16349;9919;1;0
4.6221704;-74.1829062;13740;1;0
4.7433532;-74.0622016;18539;1;0
4.704696;-74.136714;17998;1;0
4.7152876;-74.1394826;12989;1;0
4.6463487;-74.1756048;8046;1;0
4.9196369;-74.0197606;17636;1;0
4.7261411;-74.0893722;7503;1;0
4.6139539;-74.1081872;14299;1;0
4.5412114;-74.1550779;6967;1;0
4.5994182;-74.1904855;8365;1;0
4.6722269;-74.1453165;2187;1;0
4.6352482;-74.1644476;16138;1;0
4.6264957;-74.1993868;5074;1;0
4.7159016;-74.1240633;3140;1;0
4.5107975;-74.1002686;5981;1;0
4.551897;-74.1515421;8269;1;0
4.6319428;-74.1089577;13404;1;0
4.5623755;-74.1032002;15391;1;0
4.7007398;-74.1272855;3006;1;0
4.5469185;-74.1488539;5865;1;0
4.6515644;-74.0647368;2285;1;0
4.7241496;-74.0552397;9021;1;0
4.5663067;-74.0809298;13755;1;0
4.7162616;-74.0613483;7500;1;0
4.6267818;-74.1996371;13789;1;0
4.583969;-74.2182989;8898;1;0
4.7589183;-74.0486125;6416;1;0
4.6787904;-74.0949759;6485;1;0
4.7255772;-74.0863799;7457;1;0
4.7627932;-74.0273232;6252;1;0
4.7136674;-74.214919;13807;1;0
4.7159718;-74.1395204;19743;1;0
4.7607194;-74.0227742;6726;1;0
4.7333354;-74.2791031;17778;1;0
4.6335501;-74.0662544;15284;1;0
4.6511089;-74.1406226;10835;1;0
4.5830189;-74.2089127;8635;1;0
4.5699426;-74.2300772;4351;1;0
4.562505;-74.1475499;114;1;0
4.6262137;-74.1994836;5365;1;0
4.5416692;-74.1516604;7542;1;0
4.5694055;-74.1256675;11415;1;0
4.5977186;-74.1225682;712;1;0
4.6918347;-74.1077392;9426;1;0
4.6836616;-74.0653242;9299;1;0
4.5647619;-74.2361462;5342;1;0
4.7238529;-74.0899414;5366;1;0
4.7024706;-74.1231327;2854;1;0
4.6716938;-74.0236636;804;1;0
4.5628925;-74.1116915;4454;1;0
4.6185679;-74.1801915;4103;1;0
4.6841371;-74.0508751;9216;1;0
4.7336873;-74.0921515;6983;1;0
4.5731252;-74.1843309;6913;1;0
4.6262752;-74.1693273;16342;1;0
4.5959417;-74.1997818;9305;1;0
4.5643361;-74.1427508;5651;1;0
4.7407119;-74.0317891;4434;1;0
4.5819486;-74.2140788;245;1;0
4.6369294;-74.1440206;5997;1;0
4.7252983;-74.0917936;13659;1;0
4.6051233;-74.0768016;14279;1;0
4.6305918;-74.087336;7742;1;0
4.7413403;-74.1268169;15689;1;0
4.6124829;-74.1523007;19729;1;0
4.5605498;-74.1292386;6751;1;0
4.6124643;-74.0848911;237;1;0
4.7112644;-74.1241706;4614;1;0
4.5735469;-74.099998;7253;1;0
4.6862424;-74.103521;8778;1;0
4.6687343;-74.0647655;9699;1;0
4.6120581;-74.144603;2390;1;0
4.7300414;-74.0978184;1833;1;0
4.6384713;-74.1928954;7884;1;0
4.7375764;-74.0293067;6124;1;0
4.6869364;-74.1480496;2156;1;0
4.6199939;-74.2053953;1879;1;0
4.5774054;-74.1849195;11895;1;0
4.704155;-74.1091535;9839;1;0
4.5843335;-74.1232586;2635;1;0
4.6050471;-74.1034959;6622;1;0
4.7643592;-74.0345225;4539;1;0
4.5877939;-74.1378191;4338;1;0
4.7006526;-74.0344103;7618;1;0
4.5790563;-74.0819735;6732;1;0
4.7157559;-74.052927;9719;1;0
4.7410191;-74.0854386;4292;1;0
4.7100081;-74.1037205;5155;1;0
4.7323201;-74.0986415;4794;1;0
4.595145;-74.1893974;282;1;0
4.7155692;-74.2089919;22076;1;0
4.6081171;-74.1699078;13393;1;0
4.7279766;-74.0897599;20576;1;0
4.9611181;-74.4327889;20859;1;0
4.6587327;-74.0709506;21121;1;0
5.0254005;-74.0004787;19968;1;0
4.6366151;-74.1565983;3377;1;0
4.6982624;-74.0438932;20338;1;0
4.6982975;-74.1195855;2321;1;0
